budget,id,original_language,original_title,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count
13000000,10691,en,Crazy/Beautiful,6.130096,6/29/01,16929123,99,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,96
19000000,1251,en,Letters from Iwo Jima,24.47248,12/19/06,68673228,141,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,7.2,541
13000000,5172,en,The Astronaut Farmer,6.764437,10/15/06,11130889,104,,The Astronaut Farmer,6.2,123
13000000,58680,en,Woo,1.750054,5/8/98,8026971,84,It's Woo's world.. we're just living in it.,Woo,5.5,10
6000000,264644,en,Room,66.11334,10/16/15,35401758,117,Love knows no boundaries,Room,8.1,2757
0,14577,en,Dirty Work,9.066881,6/12/98,0,82,Revenge is a dish best served DIRTY.,Dirty Work,6.5,66
13000000,11592,en,Serial Mom,6.170139,4/13/94,7820688,95,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,135
13000000,16406,en,Dick,4.742537,8/4/99,27500000,94,The unmaking of the president,Dick,5.7,67
0,19052,en,Light It Up,1.212956,11/4/99,0,99,,Light It Up,6.6,7
13000000,3682,en,54,11.880899,8/28/98,16757163,106,You've never been anywhere until you've been here,54,5.5,135
0,9683,en,Bubble Boy,10.131123,8/24/01,0,84,Life is an adventure. Don't blow it.,Bubble Boy,5.1,163
13000000,2084,en,Birthday Girl,5.831302,9/6/01,0,93,,Birthday Girl,6.1,103
13000000,107811,en,21 & Over,35.522027,3/1/13,48065672,93,Finally.,21 & Over,5.7,737
13000000,2266,fr,"Paris, je t'aime",10.573191,5/16/06,4857367,120,Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,207
0,13074,en,Resurrecting the Champ,4.898437,6/14/07,0,112,,Resurrecting the Champ,5.9,60
13000000,144340,en,Admission,17.632446,3/21/13,18000000,107,Let someone in.,Admission,5.4,304
0,48217,en,La veuve de Saint-Pierre,1.780065,1/1/00,0,112,,The Widow of Saint-Pierre,6.7,11
15000000,28211,en,Chloe,26.373864,3/25/09,8459458,96,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,498
13000000,47502,en,Faithful,1.647335,4/3/96,9789900,91,"A comedy about a wife, her husband and his hit man.",Faithful,4.8,4
13000000,9950,en,Find Me Guilty,12.321302,3/16/06,2636637,125,,Find Me Guilty,6.5,138
13000000,84892,en,The Perks of Being a Wallflower,43.444135,9/20/12,33400000,102,We are infinite.,The Perks of Being a Wallflower,7.7,2968
3000000,24227,en,Excessive Force,1.279106,5/14/93,1200000,87,You have the right to remain silent... permanently.,Excessive Force,4.5,10
13000000,9672,en,Infamous,3.680896,11/16/06,1151330,110,There's more to the story than you know,Infamous,6.4,60
0,44853,en,The Claim,2.996284,12/29/00,0,120,Everything has a price.,The Claim,5.6,17
13000000,157544,en,The Vatican Tapes,10.475368,7/24/15,1784763,91,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",The Vatican Tapes,4.6,243
14350531,59678,en,Attack the Block,30.952377,5/12/11,3964682,88,Inner City vs. Outer Space,Attack the Block,6.3,733
10000000,79777,en,In the Land of Blood and Honey,4.267466,12/23/11,303877,127,Love can change what we want… war can change who we are,In the Land of Blood and Honey,5.8,45
13000000,158011,en,The Call,34.532418,3/14/13,68572378,94,There are 188 million 911 calls a year. This one made it personal.,The Call,6.6,1257
0,407887,ko,인천상륙작전,6.116436,7/27/16,0,110,The Odds Were 5000 to 1 … One was all They Needed.,Operation Chromite,5.8,29
0,17043,en,The Crocodile Hunter: Collision Course,1.714972,7/26/02,33082548,90,His First Big-Screen Adventure!,The Crocodile Hunter: Collision Course,5.3,34
13000000,8952,en,I Love You Phillip Morris,19.664699,1/18/09,10652035,98,The Conman who wouldn't go straight.,I Love You Phillip Morris,6.4,503
12000000,62204,xx,La Guerre du feu,6.537986,12/15/81,55260558,100,,Quest for Fire,7.1,109
12500000,13435,en,Antwone Fisher,13.349012,12/19/02,23367586,120,Antwone Fisher is at war... with himself.,Antwone Fisher,6.7,137
0,17187,en,The Emperor's Club,6.796079,11/22/02,0,108,In everyone's life there's that one person who makes all the difference.,The Emperor's Club,6.9,96
12500000,319,en,True Romance,35.268557,9/9/93,12281551,120,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,7.5,749
3100000,59457,en,Womb,7.453347,7/15/10,0,111,What are the consequences of giving birth to your dead boyfriend?,Womb,5.9,92
12500000,9504,en,Glengarry Glen Ross,13.939054,9/15/92,10725228,100,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,7.5,323
13000000,37414,en,The Killer Inside Me,11.892615,2/19/10,0,109,Nobody See's It Coming,The Killer Inside Me,6,173
0,6217,en,Cat People,5.69872,4/2/82,0,118,They are something more than lovers who are about to become something less than human.,Cat People,6,94
12500000,26688,en,Sorority Row,8.780512,9/9/09,27206120,101,The Sisters of Theta Pi Are Dying To Keep a Secret.,Sorority Row,5.4,177
0,43867,en,The Prisoner of Zenda,4.021389,9/3/37,0,101,The most thrilling swordfight ever filmed...,The Prisoner of Zenda,8.4,11
12000000,6615,en,Lars and the Real Girl,15.817096,10/12/07,11293663,106,The search for true love begins outside the box.,Lars and the Real Girl,7.1,509
12500000,14574,en,The Boy in the Striped Pyjamas,34.821223,5/7/08,20416563,94,"Lines may divide us, but hope will unite us.",The Boy in the Striped Pyjamas,7.7,1451
12800000,16,en,Dancer in the Dark,22.022228,5/17/00,40031879,140,You don't need eyes to see.,Dancer in the Dark,7.6,377
0,39780,en,Oscar and Lucinda,0.139384,12/31/97,0,132,"They dared to play the game of love, faith, and chance.",Oscar and Lucinda,6.2,25
12500000,21612,en,The Funeral,2.950618,1/26/96,1227324,99,"One family, one murder, too many lies.",The Funeral,7.3,31
15000000,36691,en,Solitary Man,7.497306,9/7/09,5024782,90,Ben loves his family almost as much as he loves himself,Solitary Man,5.8,84
20000000,23631,en,Machete,26.396191,9/1/10,31327899,105,He was given an offer he couldn't refuse...,Machete,6.3,1150
12500000,45324,en,Casino Jack,6.546037,9/16/10,1083683,108,Honor. Integrity. Principles. Everything is negotiable.,Casino Jack,6,94
12300000,12144,en,The Land Before Time,28.670193,11/18/88,84460846,69,A new adventure is born.,The Land Before Time,7,640
0,11658,ko,태극기 휘날리며,9.572705,2/5/04,15,140,,Tae Guk Gi: The Brotherhood of War,7.4,133
12500000,56601,en,The Perfect Game,0.903529,4/1/10,3878993,118,Dream for the fences.,The Perfect Game,6.3,30
8000000,9552,en,The Exorcist,47.584643,12/26/73,441306145,122,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,7.5,2005
7000000,578,en,Jaws,50.152327,6/18/75,470654000,124,Don't go in the water.,Jaws,7.5,2542
11000000,2105,en,American Pie,60.767168,7/9/99,235483004,95,There's nothing like your first piece.,American Pie,6.4,2296
12516654,126319,fr,Ernest et Célestine,11.103202,12/12/12,8109160,78,"Bonnie and Clyde, Sid and Nancy...",Ernest & Celestine,7.6,142
25000000,10136,en,The Golden Child,15.26213,12/12/86,79817939,94,Eddie Murphy is the chosen one.,The Golden Child,5.6,304
12000000,67660,en,Think Like a Man,6.035152,4/16/12,96070507,122,Let the mind games begin.,Think Like a Man,6.9,281
12000000,10611,en,Barbershop,10.297189,4/1/02,75781642,102,Everyone's gettin' lined up.,Barbershop,6.2,137
12000000,154,en,Star Trek II: The Wrath of Khan,22.434102,6/3/82,96800000,113,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,675
15000000,3049,en,Ace Ventura: Pet Detective,41.249004,2/4/94,107217396,86,"He's the best there is! (Actually, he's the only one there is.)",Ace Ventura: Pet Detective,6.4,1648
12000000,860,en,WarGames,23.161754,6/3/83,79567667,114,"Is it a game, or is it real?",WarGames,7,504
12000000,9281,en,Witness,19.195399,2/8/85,68706993,113,A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,7,375
12000000,75674,en,Act of Valor,21.958055,2/24/12,81272766,110,The only easy day was yesterday,Act of Valor,6.3,417
12000000,9762,en,Step Up,45.477802,8/11/06,114194847,104,Every Second Chance Begins With a First Step,Step Up,6.7,1060
12000000,3179,en,Beavis and Butt-Head Do America,12.60629,12/15/96,0,81,Coming to a screen bigger than your TV.,Beavis and Butt-Head Do America,6.5,168
12000000,184,en,Jackie Brown,40.631671,12/24/97,39673162,154,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Jackie Brown,7.3,1514
12000000,13335,en,Harold & Kumar Escape from Guantanamo Bay,26.219598,4/25/08,43493123,107,This time they're running from the joint.,Harold & Kumar Escape from Guantanamo Bay,6.2,497
15000000,76726,en,Chronicle,64.504747,2/1/12,145000000,84,What are you capable of?,Chronicle,6.6,1935
12000000,10269,en,Yentl,3.389249,11/18/83,30400000,132,,Yentl,6.2,51
5000000,36819,en,Time Bandits,14.779537,7/13/81,42365581,116,All the dreams you've ever had and not just the good ones.,Time Bandits,6.6,249
12000000,17130,en,Crossroads,6.703319,2/15/02,61141030,93,Dreams change. Friends are forever,Crossroads,4.7,158
12000000,57214,en,Project X,49.070321,3/1/12,100000000,88,Witness it,Project X,6.5,1564
12000000,11202,en,Patton,21.933822,1/25/70,89800000,172,The Rebel Warrior,Patton,7.3,323
12000000,9357,en,One Hour Photo,20.624896,8/21/02,52223306,96,The things that we fear the most have already happened to us...,One Hour Photo,6.6,435
12000000,13812,en,Quarantine,8.083995,10/10/08,40855419,89,Contain The Truth.,Quarantine,5.5,339
12000000,9030,en,The Eye,11.135734,2/1/08,56309766,98,How can you believe your eyes when they're not yours?,The Eye,5.5,281
12000000,19084,en,Johnson Family Vacation,4.623609,4/7/04,31179516,97,Take the ride.,Johnson Family Vacation,4.7,30
12000000,8386,en,How High,11.510281,12/21/01,31155435,93,They've got their degrees all rolled up.,How High,6.3,218
0,10437,en,The Muppet Christmas Carol,15.085981,12/10/92,27281507,85,,The Muppet Christmas Carol,7.2,212
12000000,1360,en,Frida,18.422327,8/29/02,56298474,123,Prepare to be seduced,Frida,7.3,383
12000000,101267,en,Katy Perry: Part of Me,8.410688,6/28/12,32726956,93,Be yourself and you can be anything,Katy Perry: Part of Me,6.5,85
12000000,222935,en,The Fault in Our Stars,74.358971,5/16/14,307166834,125,One Sick Love Story,The Fault in Our Stars,7.6,3759
12000000,10220,en,Rounders,18.422008,9/11/98,22921898,121,Trust everyone... But always cut the cards.,Rounders,6.9,439
0,284296,en,Top Five,15.896312,12/12/14,25434291,102,,Top Five,6.3,210
12000000,31915,en,Prophecy,8.61659,1/1/79,54000000,102,,Prophecy,5.4,25
12000000,11601,en,Stir of Echoes,6.044161,9/10/99,21133087,99,In every mind there is a door that should never be opened.,Stir of Echoes,6.5,330
12000000,205220,en,Philomena,29.019504,11/1/13,100129872,98,These two unlikely companions are on a journey to find her long lost son.,Philomena,7.4,579
0,11354,en,The Upside of Anger,6.2464,1/23/05,0,118,Sometimes what tears us apart helps us put it back together.,The Upside of Anger,6.4,72
0,16241,en,The Boys from Brazil,5.315213,10/5/78,0,125,If they survive...will we?,The Boys from Brazil,6.6,101
12000000,14191,en,Aquamarine,16.931846,3/3/06,23006849,104,A Fish-Out-Of-Water Comedy.,Aquamarine,5.8,364
12000000,286565,en,Paper Towns,64.610671,6/18/15,85512300,109,Get Lost. Get Found.,Paper Towns,6.1,1937
0,26710,en,My Baby's Daddy,4.480167,1/9/04,51,86,,My Baby's Daddy,4.3,15
12000000,129670,en,Nebraska,29.223881,9/21/13,17654912,115,Life's not about winning or losing. It's about how you get there in the end.,Nebraska,7.4,636
0,9059,en,Tales from the Crypt: Demon Knight,7.710797,1/13/95,0,92,Ready for your deadtime story?,Tales from the Crypt: Demon Knight,6.7,94
12000000,34549,en,Max Keeble's Big Move,1.081822,10/5/01,17292381,86,His World. His Rules.,Max Keeble's Big Move,5.4,33
12000000,57157,en,Young Adult,16.183746,12/16/11,22939027,94,Everyone gets old. Not everyone grows up.,Young Adult,5.6,364
12000000,1948,en,Crank,47.992817,8/31/06,42931041,88,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",Crank,6.6,1151
0,28353,en,How to Be a Player,1.20245,8/6/97,13960203,93,,Def Jam's How to Be a Player,5.3,8
12000000,46889,en,Living Out Loud,0.700792,10/30/98,12902790,100,,Living Out Loud,5.3,11
0,38093,en,Just Wright,10.409253,5/14/10,21520719,100,In this game every shot counts.,Just Wright,6.1,99
0,14976,en,Rachel Getting Married,14.345428,10/3/08,0,113,,Rachel Getting Married,6.1,163
12000000,11027,en,The Postman Always Rings Twice,6.803763,3/20/81,0,122,You Will Feel The Heat,The Postman Always Rings Twice,6.4,110
0,3635,en,Girl with a Pearl Earring,19.944479,8/31/03,31466789,101,Discover the mystery behind the legend.,Girl with a Pearl Earring,6.4,377
14000000,387,de,Das Boot,26.967494,9/16/81,85000000,149,When the hunters become the hunted,Das Boot,7.9,613
12000000,6020,en,Sorority Boys,3.444542,3/22/02,0,93,,Sorority Boys,4.6,47
0,122906,en,About Time,74.817641,8/16/13,87100449,123,What if every moment in life came with a second chance?,About Time,7.8,2067
0,9550,zh,十面埋伏,21.064082,5/19/04,92863945,119,,House of Flying Daggers,7.1,439
12000000,60599,en,Arbitrage,16.40512,9/14/12,35485056,100,Power is the best alibi.,Arbitrage,6.1,294
12000000,227719,en,Project Almanac,32.940597,1/30/15,32248241,106,Today is better the second time around,Project Almanac,6.4,933
12000000,14299,en,Cadillac Records,13.427427,12/5/08,0,109,,Cadillac Records,6.9,86
0,19419,en,Screwed,5.359381,5/12/00,0,81,,Screwed,4.9,23
8000000,12088,en,Fortress,8.708229,9/30/92,6739141,95,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.,Fortress,5.7,168
12000000,14799,en,For Your Consideration,4.330428,11/22/06,5542025,86,,For Your Consideration,5.9,43
0,9466,en,Celebrity,7.594593,9/7/98,0,113,A funny look at people who will do anything to get famous... or stay famous.,Celebrity,6,111
12000000,7510,en,Running with Scissors,4.770195,10/27/06,6754898,116,Ever have one of those lives?,Running with Scissors,5.8,78
12000000,31246,en,From Justin to Kelly,1.623338,6/20/03,4922166,90,The tale of two American Idols.,From Justin to Kelly,3,23
12000000,61752,en,Girl 6,2.993939,3/22/96,4939939,108,"A fresh, sassy and sexy comedy!",Girl 6,5.7,16
12000000,10944,en,In the Cut,10.536092,9/9/03,23,119,Everything you know about desire is dead wrong.,In the Cut,4.6,89
12000000,10362,en,Two Lovers,8.290636,11/19/08,3148182,110,,Two Lovers,6.6,154
0,14778,en,Last Orders,3.603842,9/10/01,0,109,,Last Orders,6,22
11000000,1255,ko,괴물,27.65527,7/27/06,88489643,119,Monsters are real.,The Host,6.7,537
0,45226,en,The Pursuit of D.B. Cooper,1.379643,11/13/81,0,100,Who says you can't take it with you?,The Pursuit of D.B. Cooper,6.8,4
12000000,10212,en,Ravenous,9.164386,3/16/99,0,100,You Are Who You Eat,Ravenous,6.9,141
12000000,8669,en,Charlie Bartlett,9.779444,2/22/08,0,97,Popularity is a state of mind.,Charlie Bartlett,6.5,225
12400000,179144,it,La grande bellezza,32.523573,5/21/13,8371085,142,,The Great Beauty,7.3,720
0,16857,en,The Dangerous Lives of Altar Boys,2.24888,6/14/02,0,104,,The Dangerous Lives of Altar Boys,6.4,53
12000000,86825,en,Stoker,27.322212,2/28/13,12077441,99,Innocence Ends.,Stoker,6.5,882
12000000,844,zh,2046,12.664787,5/20/04,19271312,129,Are you still in the mood for love?,2046,6.9,206
12000000,8060,en,Married Life,3.004432,9/12/07,0,90,,Married Life,6.1,38
12000000,15907,en,Duma,4.795244,4/22/05,0,100,Some friendships are wilder than others,Duma,6.9,41
12000000,38448,en,Ondine,5.841285,9/14/09,1644755,111,The truth is not what you know. It's what you believe.,Ondine,6.5,84
12000000,327,ja,Brother,5.327714,9/9/00,15250000,114,Are You Japanese?,Brother,6.8,107
1200000,9260,en,Welcome to Collinwood,3.582733,5/24/02,0,86,Five guys. One safe. No brains.,Welcome to Collinwood,6.2,50
0,61337,en,Critical Care,2.678715,10/31/97,0,107,,Critical Care,6.1,9
8000000,13079,en,The Life Before Her Eyes,9.728143,9/8/07,0,90,Your life can change in an instant. That instant can last forever.,The Life Before Her Eyes,6.1,88
0,89325,en,Darling Companion,2.303865,4/20/12,0,103,,Darling Companion,5.3,22
12000000,4170,en,Trade,11.237374,1/23/07,0,120,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,6.8,67
0,41508,hu,Sorstalanság,1.906807,2/10/05,0,140,You can close your eyes. You can turn away. But you will never forget.,Fateless,6.5,28
12000000,12479,en,Breakfast of Champions,2.695896,2/13/99,0,110,,Breakfast of Champions,5.2,28
0,44555,zh,三枪拍案惊奇,1.416796,12/11/09,0,95,,"A Woman, a Gun and a Noodle Shop",4.8,13
7500000,10133,en,Cypher,11.636883,10/1/02,0,95,Never forget who you are,Cypher,6.7,192
12000000,21345,zh,南京!南京!,4.793348,4/22/09,10652498,132,,City of Life and Death,7.6,55
19000000,173931,zh,兔侠传奇,0.738652,1/1/11,2570000,89,From zero to hero.,Legend of a Rabbit,3,3
12000000,61984,ja,Space Battleship Yamato,5.158067,12/1/10,11212294,131,,Space Battleship Yamato,6.3,59
20000000,50601,en,5 Days of War,5.727602,4/14/11,17479,113,Their only weapon is the truth.,5 Days of War,5.8,62
12000000,26466,en,Triangle,25.496926,10/16/09,0,99,A Passage to Hell,Triangle,6.9,612
1200000,345003,en,10 Days in a Madhouse,0.489271,11/20/15,0,111,,10 Days in a Madhouse,4.3,5
12000000,236751,en,Heaven is for Real,11.150261,4/16/14,101332962,99,Unlock the mystery,Heaven is for Real,6,229
10000000,107,en,Snatch,53.595686,9/1/00,83557872,103,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2912
0,357837,cs,Dancin' It's On,0.186234,10/16/15,0,89,Dancin' Like You've Never Seen Before,Dancin' It's On,4.3,2
11500000,8913,en,Pet Sematary,20.747994,4/21/89,57469467,103,Sometimes dead is better.,Pet Sematary,6.4,407
0,13889,ja,まあだだよ,2.930853,4/17/93,0,134,,Madadayo,7.5,20
11500000,18530,en,The Cry of the Owl,4.75919,2/7/09,0,101,What would you do if someone was watching you?,The Cry of the Owl,5.5,29
0,358451,zh,三城记,0.753362,8/28/15,0,130,,A Tale of Three Cities,6.3,5
11000000,927,en,Gremlins,45.072136,6/7/84,153083102,106,"Don't get him wet, keep him out of bright light, and never feed him after midnight.",Gremlins,6.9,1596
11000000,11,en,Star Wars,126.393695,5/25/77,775398007,121,"A long time ago in a galaxy far, far away...",Star Wars,8.1,6624
11500000,291870,en,Dirty Grandpa,56.805781,1/21/16,94073028,102,This is Jason. He's a little worried about his grandpa.,Dirty Grandpa,5.7,1406
11000000,907,en,Doctor Zhivago,12.854853,12/22/65,111858363,197,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,7.4,247
0,206563,pt,Trash,14.637357,10/9/14,0,112,You never know what you might find,Trash,7.1,242
0,11887,en,High School Musical 3: Senior Year,21.801188,10/22/08,0,116,,High School Musical 3: Senior Year,6.2,821
25000000,45317,en,The Fighter,31.019381,12/17/10,93617009,116,Every dream deserves a fighting chance.,The Fighter,7.2,1486
11000000,12094,en,Jackass Number Two,11.227087,9/22/06,72778712,95,Guess who just made number two?,Jackass Number Two,6.4,298
11000000,10377,en,My Cousin Vinny,19.231507,3/13/92,64088552,120,"Truth, Justice and the Gambini Way",My Cousin Vinny,7.3,384
11000000,249164,en,If I Stay,31.162838,8/21/14,78874843,106,Live for Love.,If I Stay,7.3,1368
12000000,256092,en,Drive Hard,3.94487,5/26/14,0,96,One Hell of A Ride,Drive Hard,3.9,74
11000000,9942,en,Major League,7.559192,2/16/89,49797148,107,A comedy with bats and balls.,Major League,6.6,217
0,10748,en,St. Trinian's,7.377587,12/21/07,0,101,Taking higher education to a new low.,St. Trinian's,5.6,142
13000000,1817,en,Phone Booth,38.018085,9/9/02,97837138,81,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,6.7,1062
11000000,10229,en,A Walk to Remember,33.283554,1/25/02,41227069,101,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018
11000000,687,en,Dead Man Walking,15.864928,12/29/95,39363635,122,,Dead Man Walking,7.3,337
10500000,796,en,Cruel Intentions,23.449703,3/5/99,75902208,97,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,6.6,827
11000000,22804,en,Saw VI,31.900899,10/22/09,68233629,90,The Game Has Come Full Circle,Saw VI,6,722
11000000,10156,en,History of the World: Part I,14.282314,6/12/81,31672907,92,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",History of the World: Part I,6.5,204
11000000,12837,en,The Secret Life of Bees,7.645979,9/17/08,38105395,114,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,158
11000000,17708,en,Corky Romano,3.495758,10/12/01,23978402,86,Undercover and Out The Way!,Corky Romano,4.1,54
12000000,13937,en,Raising Cain,7.558959,8/7/92,37170057,91,Demented. Deranged. Deceptive. De Palma.,Raising Cain,5.9,65
11,28932,en,F.I.S.T.,3.375208,4/26/78,11,145,,F.I.S.T.,6.4,29
12000000,31909,en,Invaders from Mars,4.234269,1/1/86,4884663,100,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57
11000000,167073,en,Brooklyn,39.337949,10/20/15,62076141,111,"Two countries, two loves, one heart",Brooklyn,7.2,1213
11000000,3175,en,Barry Lyndon,29.543331,12/18/75,20000000,184,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,7.7,505
24000000,14369,en,Out Cold,4.12064,11/21/01,14782676,89,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53
24000000,16888,en,The Ladies Man,2.259537,10/13/00,13700000,84,He's cool. He's clean. He's a love machine.,The Ladies Man,5.7,34
11000000,121826,en,Quartet,7.722021,9/8/12,59520298,98,Four Friends Looking For A Little Harmony,Quartet,6.3,139
11000000,10646,en,Tomcats,7.063053,3/30/01,23430766,95,The Last Man Standing Gets The Kitty.,Tomcats,4.9,74
11000000,12149,en,Frailty,16.003958,11/17/01,13110448,100,No Soul Is Safe.,Frailty,7,334
11000000,304357,en,Woman in Gold,21.204929,4/10/15,61619773,120,Justice is priceless.,Woman in Gold,7.3,440
0,11184,en,Kinsey,6.799314,9/4/04,0,118,Let's talk about sex,Kinsey,6.6,131
11000000,766,en,Army of Darkness,33.758281,10/9/92,0,81,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,838
14000000,20009,en,Slackers,9.371811,2/1/02,6413915,86,When all else fails... cheat.,Slackers,5.4,60
11000000,1587,en,What's Eating Gilbert Grape,33.282794,12/17/93,30000000,118,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919
10000000,30973,en,The Visual Bible: The Gospel of John,3.208172,9/11/03,4069090,125,For God loved the world So much...,The Visual Bible: The Gospel of John,8.2,12
11000000,11109,en,Vera Drake,4.131918,10/22/04,0,125,Wife. Mother. Criminal.,Vera Drake,6.8,80
0,9027,en,The Guru,4.093288,8/21/02,0,91,"When he talks, women listen.",The Guru,5.1,75
11000000,63020,en,The Perez Family,1.187671,5/12/95,2832826,113,"On the way to finding a family, she found love.",The Perez Family,6.6,9
11000000,86829,en,Inside Llewyn Davis,36.319205,10/6/13,32935319,105,,Inside Llewyn Davis,7.2,834
0,11065,en,O,4.146752,8/31/01,16017403,95,Trust. Seduction. Betrayal.,O,5.8,75
11000000,13888,en,Return to the Blue Lagoon,9.705589,8/2/91,2807854,98,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.1,153
11000000,42345,en,The Molly Maguires,1.396985,1/27/70,2200000,124,,The Molly Maguires,5.9,16
0,13994,en,Romance & Cigarettes,4.056774,9/13/05,2945242,105,,Romance & Cigarettes,6,33
11000000,1590,en,Copying Beethoven,5.062687,9/10/06,0,104,,Copying Beethoven,6.2,42
0,62728,en,Brighton Rock,3.122152,9/13/10,0,111,Love. Murder. Revenge.,Brighton Rock,5.6,35
10800000,11917,en,Saw V,32.943848,10/23/08,113857533,92,You Won't Believe How It Ends,Saw V,5.9,820
0,45138,it,Gli intoccabili,0.700127,4/1/69,0,116,Even the Mafia Calls Him Mister!,Machine Gun McCain,7.3,6
11000000,80271,en,LOL,31.763201,2/10/12,0,97,"You can change your status, but not your heart.",LOL,5.9,881
0,4657,en,Jindabyne,8.950864,7/20/06,0,123,Under the surface of every life lies a mystery,Jindabyne,5.7,25
7400000,14395,hi,कभी अलविदा ना कहना,3.246903,8/11/06,17000000,193,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,6.1,42
14000000,24137,en,An Ideal Husband,4.519523,4/15/99,18535191,97,He just doesn't know it yet.,An Ideal Husband,6.3,46
0,190847,en,The Last Days on Mars,18.764453,8/11/13,0,98,The search for life is about to end.,The Last Days on Mars,5.2,302
0,11056,en,Darkness,6.340135,10/2/02,0,102,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112
10500000,62,en,2001: A Space Odyssey,86.201184,4/10/68,68700000,149,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998
10500000,601,en,E.T. the Extra-Terrestrial,56.105798,4/3/82,792910554,115,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269
10000000,13067,en,In the Land of Women,12.792446,4/16/07,17500000,97,Get ready to fall,In the Land of Women,5.8,160
0,25379,en,The Blue Butterfly,1.985552,2/20/04,0,97,,The Blue Butterfly,6.8,6
10500000,88641,en,There Goes My Baby,0.037073,9/2/94,123509,99,,There Goes My Baby,8.5,2
0,58051,hi,Housefull,0.12082,4/30/10,0,135,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29
11000000,14877,en,September Dawn,3.646848,5/17/07,0,110,,September Dawn,5,16
12000000,96399,en,For Greater Glory - The True Story of Cristiada,5.759545,6/1/12,9622846,145,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35
11000000,304410,fr,La Famille Bélier,25.302978,12/17/14,0,105,,The Bélier Family,7,766
10000000,489,en,Good Will Hunting,43.734886,12/5/97,225933435,126,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811
11000000,373314,en,Misconduct,10.016909,2/5/16,0,106,Ambition can be deadly,Misconduct,5.3,149
10000000,214,en,Saw III,33.124871,10/27/06,163876815,108,Suffering? You Haven't Seen Anything Yet...,Saw III,6.1,1071
10000000,10890,en,Stripes,10.892398,6/25/81,85300000,106,The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,6.5,249
28000000,1588,en,Bring It On,14.754281,8/25/00,90449929,98,May the best moves win.,Bring It On,5.8,568
10000000,316727,en,The Purge: Election Year,53.727146,6/29/16,118587880,105,Keep America great,The Purge: Election Year,6.1,1306
10000000,10314,en,She's All That,8.9876,1/29/99,103166989,95,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,5.7,418
10000000,663,en,Saw IV,29.244768,10/25/07,139352633,93,You think it is over...but the games have just begun,Saw IV,5.9,903
10000000,11804,en,White Noise,14.447723,1/7/05,91196419,101,The line separating the living from the dead has been crossed.,White Noise,5.6,261
6000000,16781,en,Madea's Family Reunion,5.882208,2/24/06,57231524,110,,Madea's Family Reunion,6,77
13800000,11873,en,The Color of Money,17.3393,10/7/86,52293982,119,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,6.7,291
10000000,9289,en,The Longest Day,19.524972,9/25/62,50100000,178,This is the day that changed the world... When history held its breath.,The Longest Day,7.2,234
